"","Region","Track.Name","Artist","total_stream","yearly_rank","track_id","artists","artists_IDs","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","Artist_ID"
"663","br","Malemolência","Dynho Alves",28072053,63,"5rwdmpN5eMWIIwK4R96vv1","Dynho Alves","1BRkfP0amngMbqJ4aV3KKp",0.829,0.64,6,-5.537,0,0.231,0.553,0.000214,0.131,0.848,160.025,135053,4,"1BRkfP0amngMbqJ4aV3KKp"
"664","br","Hit Contagiante","Felipe Original",27829576,64,"5dKesZwp6deuhEeW8F1UEi","Felipe Original;MC Kevin o Chris;Sodré;JS o Mão de Ouro","2Cra8I2P4OnMkVguqZRVwi;2UMj7NCbuqy1yUZmiSYGjJ;07qgzS86XBNsyrY6MAVDAc;7C7NNCiIFavKH6oDarjp0v",0.819,0.684,6,-7.169,0,0.119,0.132,0,0.0942,0.959,170.187,137125,4,"2Cra8I2P4OnMkVguqZRVwi"
"665","br","Ferida Curada","Zé Neto & Cristiano",27743026,65,"1U3tv41tFRgOfbytpuYQrR","Zé Neto & Cristiano","487N2T9nIPEHrlTZLL3SQs",0.49,0.845,2,-3.359,1,0.0973,0.49,0,0.213,0.548,146.105,159164,4,"487N2T9nIPEHrlTZLL3SQs"
"666","br","Algo Mais (Amante) - Ao Vivo","Xand Avião",27491764,66,"4jGzR5Vri06Y5T9SxM7m5P","Xand Avião;Gusttavo Lima","43DRDu6nLSeIedZ7T1A616;7MiDcPa6UiV3In7lIM71IN",0.697,0.844,9,-3.076,1,0.0575,0.285,0,0.753,0.665,139.993,231680,4,"43DRDu6nLSeIedZ7T1A616"
"667","br","Uma nora pra cada dia","MC Kevinho",27230959,67,"2bbFhnxYjeb9jYEX2MDKLQ","MC Kevinho","1mXAhKnZEdF6rotyyd4GBi",0.888,0.528,9,-8.751,0,0.192,0.0394,0,0.0964,0.924,150.181,131200,4,"1mXAhKnZEdF6rotyyd4GBi"
"668","br","thank u, next","Ariana Grande",27048318,68,"2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"66CXWjxzNUsdJxJ2JdwvnR"
"669","br","Morena","Vitor Kley",26963056,69,"235BOGYon3gz23rKrtNwle","Vitor Kley;Bruno Martini","4FGcERJWMg8ENOLixwF71U;5veVxxPm1vzgi6pO2iVA8L",0.574,0.714,0,-4.517,0,0.244,0.0864,0,0.116,0.434,83.363,164560,4,"4FGcERJWMg8ENOLixwF71U"
"670","br","Favela","Alok",26744703,70,"2JVbZEpewmqNlSzmXJTx2E","Alok;Ina Wroldsen","0NGAZxHanS9e0iNHpR8f2W;7hssUdpvtY5oiARaUDgFZ3",0.777,0.812,2,-3.206,0,0.0598,0.0125,0.00233,0.0264,0.283,103.023,185105,4,"0NGAZxHanS9e0iNHpR8f2W"
"671","br","Maturidade (feat. Matheus & Kauan)","Avine Vinny",26678978,71,"3QkKCTSHnJlUag0GG9F1cN","Avine Vinny;Matheus & Kauan","4KDxYlnGZEiS60pAnfZf4W;2Z0lRIqr997lIUiPtrpKCr",0.604,0.726,7,-8.577,0,0.0494,0.476,0,0.905,0.782,148.007,194240,4,"4KDxYlnGZEiS60pAnfZf4W"
"672","br","O Bebê","MC Kevinho",26605482,72,"51HrDv54pSe1IqynORNXBd","MC Kevinho;MC Kekel","1mXAhKnZEdF6rotyyd4GBi;2ZXnTEyYopSLCDiz5Z0XIf",0.81,0.749,6,-3.734,0,0.114,0.248,0,0.241,0.795,165.057,178099,4,"1mXAhKnZEdF6rotyyd4GBi"
"673","br","Serenata - Ao Vivo","Marília Mendonça",26027725,73,"5fY9bVl1Wj4PIM3wnduWop","Marília Mendonça","1yR65psqiazQpeM79CcGh8",0.711,0.711,4,-5.691,1,0.0896,0.103,0,0.971,0.743,131.813,156371,4,"1yR65psqiazQpeM79CcGh8"
"674","br","Supera - Ao Vivo","Marília Mendonça",25987578,74,"3GmJxfnUDrIs1iCfKUELFz","Marília Mendonça","1yR65psqiazQpeM79CcGh8",0.665,0.743,4,-4.434,1,0.0567,0.0604,0,0.959,0.658,131.573,147748,4,"1yR65psqiazQpeM79CcGh8"
"675","br","Então Vem Cá - Ao Vivo","Mano Walter",25859692,75,"0bBiQSsQ7AJsNpU63IpkNA","Mano Walter;Claudia Leitte","35YkpX0zYwHG8vOIhObvxP;2OjoIDVPQKT9B7loZbPEfp",0.686,0.852,5,-4.147,1,0.146,0.149,1.93e-06,0.989,0.752,166.081,177280,4,"35YkpX0zYwHG8vOIhObvxP"
"676","br","Café","Vitão",25410182,76,"6i9ToXS6CAfjpp8veBklg1","Vitão","06lnOkY99sXVW44Y0M4BDP",0.776,0.5,11,-4.788,1,0.0979,0.0537,0,0.344,0.491,92.027,190435,4,"06lnOkY99sXVW44Y0M4BDP"
"677","br","Praia do Rosa - Acústico","Oriente",25400877,77,"5lYKob6hewwt3dcy5kWMfF","Oriente;Cynthia Luz;Delacruz","0IVBT8qQNwvHLzOJL6kGpE;0QHGCPmM4UgeNvrNPntSlu;1MzXJ8AaHdidMAnjgcahS4",0.57,0.595,9,-8.797,0,0.216,0.273,0,0.151,0.779,90.653,256524,4,"0IVBT8qQNwvHLzOJL6kGpE"
"678","br","Terremoto","Anitta",25220215,78,"7G2XZhDNHo7SSDWSVxC0UT","Anitta;MC Kevinho","7FNnA9vBm6EKceENgCGRMb;1mXAhKnZEdF6rotyyd4GBi",0.891,0.805,8,-5.836,0,0.0898,0.329,0,0.277,0.967,95.045,146276,4,"7FNnA9vBm6EKceENgCGRMb"
"679","br","Long Neck - Acústico","Zé Neto & Cristiano",25189112,79,"4Lxv5hGnHOUYBVeDgWgcaP","Zé Neto & Cristiano","487N2T9nIPEHrlTZLL3SQs",0.623,0.687,11,-5.435,1,0.0431,0.37,0,0.295,0.704,127.875,167500,4,"487N2T9nIPEHrlTZLL3SQs"
"680","br","Sentou e Gostou","MC JottaPê",25153551,80,"6V43u5SCjkfMpxMAXRPifr","MC JottaPê;MC M10;DJ RD","5GqnSMX8p2hxqsM6LqDty3;2kMDiFDvjMOoLfcZbLgA6s;0tvACMjTDrW7HCo4F2wiIb",0.702,0.672,7,-3.308,1,0.397,0.261,0.000988,0.0916,0.722,131.453,163253,4,"5GqnSMX8p2hxqsM6LqDty3"
"681","br","Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília","Diego & Victor Hugo",25081123,81,"6NgwHmEgfQVIYQBq8QcWMi","Diego & Victor Hugo;Marília Mendonça","3k68C6mNMJL6OaAdWeW2ZF;1yR65psqiazQpeM79CcGh8",0.668,0.884,0,-3.239,1,0.0651,0.663,0,0.45,0.707,116.993,144071,4,"3k68C6mNMJL6OaAdWeW2ZF"
"682","br","O Sol","Vitor Kley",25052530,82,"4lvGHfDuzfv9uDTHMrRMiH","Vitor Kley","4FGcERJWMg8ENOLixwF71U",0.62,0.694,6,-4.254,0,0.0261,0.0302,0,0.117,0.631,97.48,211448,4,"4FGcERJWMg8ENOLixwF71U"
"683","br","Favela chegou - Ao vivo","Ludmilla",25003272,83,"2caDAj0O4uD8OlJ8bap9nz","Ludmilla;Anitta","3CDoRporvSjdzTrm99a3gi;7FNnA9vBm6EKceENgCGRMb",0.606,0.877,1,-10.087,0,0.0735,0.495,0.00177,0.958,0.767,150.045,169954,4,"3CDoRporvSjdzTrm99a3gi"
"684","br","Sei Lá","Projota",24998012,84,"6l1PdE7lQbodewVQh16GCM","Projota;Vitão","2zGf6lwQ9PxXdoeo5XXP2K;06lnOkY99sXVW44Y0M4BDP",0.661,0.43,6,-8.738,1,0.0422,0.519,0,0.111,0.962,151.955,190364,3,"2zGf6lwQ9PxXdoeo5XXP2K"
"685","br","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",24868390,85,"0RiRZpuVRbi7oqRdSMwhQY","Post Malone;Swae Lee","246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4,"246dkjvS1zLTtiykXe5h60"
"686","br","Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019","George Henrique & Rodrigo",24746079,86,"33g4LmRrWddOvMLnynSktj","George Henrique & Rodrigo","3FlCKtwOEYQQYyGVEbxG2Z",0.871,0.494,11,-9.911,0,0.0816,0.622,0,0.0998,0.713,117.947,145198,4,"3FlCKtwOEYQQYyGVEbxG2Z"
"687","br","Espelho Meu - Ao Vivo","Henrique & Diego",24520449,87,"4mtHXZBOBMrZSI6jp3X9WJ","Henrique & Diego","1D6vAeVUcgMbSx80IA3Zun",0.521,0.918,6,-3.414,0,0.0867,0.203,0,0.579,0.683,185.995,161152,4,"1D6vAeVUcgMbSx80IA3Zun"
"688","br","Status Que Eu Não Queria - Ao Vivo","Zé Neto & Cristiano",24356681,88,"1fyhyOy6iS9E2NckAzjmTo","Zé Neto & Cristiano","487N2T9nIPEHrlTZLL3SQs",0.58,0.871,4,-4.052,1,0.209,0.59,0,0.564,0.911,117.622,153934,4,"487N2T9nIPEHrlTZLL3SQs"
"689","br","I Don't Care (with Justin Bieber)","Ed Sheeran",24115793,89,"0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran;Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V;1uNFoZAHBGtllmzznpCI3s",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"6eUKZXaKkcviH0Ku9w2n3V"
"690","br","Believer","Imagine Dragons",23792061,90,"0pqnGHJpmpxLKifKRmU6WP","Imagine Dragons","53XhwfbYqKCa1cC15pYq2q",0.776,0.78,10,-4.374,0,0.128,0.0622,0,0.081,0.666,124.949,204347,4,"53XhwfbYqKCa1cC15pYq2q"
"691","br","bad guy","Billie Eilish",23538742,91,"2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"692","br","É natural (Participação especial de Bruno Cardoso) - Ao vivo","Ferrugem",23529224,92,"0vT797IpZpF5o1XLCnWCUL","Ferrugem;Bruno Cardoso","5ZfBThYiIIhL7jHMG8gDB2;34IKMjXZ3Qy0vjG82n97r6",0.497,0.74,1,-5.475,0,0.0447,0.531,0,0.486,0.478,76.139,207093,4,"5ZfBThYiIIhL7jHMG8gDB2"
"693","br","Bebida Na Ferida - Ao Vivo","Zé Neto & Cristiano",23336682,93,"3HEb6Y5dv8PgD6JgsIQNac","Zé Neto & Cristiano","487N2T9nIPEHrlTZLL3SQs",0.605,0.796,1,-5.195,1,0.164,0.735,0,0.842,0.51,126.099,199363,4,"487N2T9nIPEHrlTZLL3SQs"
"694","br","Gaiola É o Troco","MC Du Black",23305202,94,"3Uq45ipGutypFPmETfaoaH","MC Du Black;DJ 2F","6v4PBIzRAGaLp43LVureQc;3tkq9ZnBaejLPLRpg8kGET",0.722,0.84,10,-3.24,0,0.0785,0.42,0,0.112,0.851,150.108,187246,4,"6v4PBIzRAGaLp43LVureQc"
"695","br","Mágica - Ao Vivo","Matheus & Kauan",23209055,95,"5cN5ZOVcYBl4Lnq50Zeqsx","Matheus & Kauan;Gusttavo Lima","2Z0lRIqr997lIUiPtrpKCr;7MiDcPa6UiV3In7lIM71IN",0.568,0.698,1,-5.438,1,0.0727,0.629,0,0.0999,0.534,121.663,161598,4,"2Z0lRIqr997lIUiPtrpKCr"
"696","br","Regras - Ao Vivo","Diego & Arnaldo",23187719,96,"11DkUDkBt9kaha1QRnuCMU","Diego & Arnaldo","0CrGLmfVKzk9rAyiNb91ft",0.889,0.857,7,-3.662,1,0.0606,0.461,0,0.894,0.84,113.978,184683,4,"0CrGLmfVKzk9rAyiNb91ft"
"697","br","Bye Bye - Ao Vivo","Marília Mendonça",23128195,97,"055TcJ0BdCrW7qE8Yq5KRM","Marília Mendonça","1yR65psqiazQpeM79CcGh8",0.738,0.798,0,-4.489,1,0.0572,0.12,0,0.92,0.439,115.916,166199,4,"1yR65psqiazQpeM79CcGh8"
"698","br","Ao Vivo E A Cores","Matheus & Kauan",23040863,98,"2Ab1wPTEqulaCGoBak1gUo","Matheus & Kauan;Anitta","2Z0lRIqr997lIUiPtrpKCr;7FNnA9vBm6EKceENgCGRMb",0.668,0.526,5,-6.174,0,0.0352,0.0131,0,0.147,0.42,135.032,180304,4,"2Z0lRIqr997lIUiPtrpKCr"
"699","br","Bohemian Rhapsody - Remastered 2011","Queen",22999252,99,"4u7EnebtmKWzUH433cf5Qv","Queen","1dfeR4HaWDbWqFHLkxsg1d",0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320,4,"1dfeR4HaWDbWqFHLkxsg1d"
"700","br","Não Atende Não","Wesley Safadão",22770294,100,"7E5cJjrgYLHo13pI0hpmWw","Wesley Safadão","1AL2GKpmRrKXkYIcASuRFa",0.374,0.953,0,-2.388,1,0.1,0.0778,0,0.538,0.575,158.708,157689,4,"1AL2GKpmRrKXkYIcASuRFa"
"701","ca","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",36827445,1,"0RiRZpuVRbi7oqRdSMwhQY","Post Malone;Swae Lee","246dkjvS1zLTtiykXe5h60;1zNqQNIdeOUZHb8zbZRFMX",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,157560,4,"246dkjvS1zLTtiykXe5h60"
"702","ca","Wow.","Post Malone",27980994,2,"2ve5NyzWHUbIYxL33goCX7","Post Malone","246dkjvS1zLTtiykXe5h60",0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,"246dkjvS1zLTtiykXe5h60"
"703","ca","bad guy","Billie Eilish",27044591,3,"2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"704","ca","Señorita","Shawn Mendes",24364934,4,"0TK2YIli7K1leLovkQiNik","Shawn Mendes;Camila Cabello","7n2wHs1TKAczGzO7Dd2rGr;4nDoRrQiYLoBzwC5BhVJzF",0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,4,"7n2wHs1TKAczGzO7Dd2rGr"
"705","ca","Going Bad (feat. Drake)","Meek Mill",24182408,5,"2IRZnDFmlqMuOrYOLnZZyc","Meek Mill;Drake","20sxb77xiYeusSH8cVdatc;3TVXtAsR1Inumwj472S9r4",0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4,"20sxb77xiYeusSH8cVdatc"
"706","ca","thank u, next","Ariana Grande",23933395,6,"2rPE9A1vEgShuZxxzR2tZH","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"66CXWjxzNUsdJxJ2JdwvnR"
"707","ca","SICKO MODE","Travis Scott",23758301,7,"2xLMifQCjDGFmkHkpNLD9h","Travis Scott","0Y5tJX1MQlPlqiwlOH1tJY",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4,"0Y5tJX1MQlPlqiwlOH1tJY"
"708","ca","7 rings","Ariana Grande",23665512,8,"14msK75pk3pA33pzPVNtBF","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR",0.725,0.321,1,-10.744,0,0.323,0.578,0,0.0884,0.319,70.142,178640,4,"66CXWjxzNUsdJxJ2JdwvnR"
"709","ca","Old Town Road (feat. Billy Ray Cyrus) - Remix","Lil Nas X",22585712,9,"4O4HtthxTvVL1Z1PuDb7GX","Lil Nas X;Billy Ray Cyrus","7jVv8c5Fj3E9VhNjxT4snq;60rpJ9SgigSd16DOAG7GSa",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,"7jVv8c5Fj3E9VhNjxT4snq"
"710","ca","Without Me","Halsey",21811675,10,"5p7ujcrUXASCNwRaWNHR1C","Halsey","26VFTg2z8YR0cCuwLzESi2",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,"26VFTg2z8YR0cCuwLzESi2"
"711","ca","Shallow","Lady Gaga",21378037,11,"2VxeLyX666F8uXCJ0dZF8B","Lady Gaga;Bradley Cooper","1HY2Jd0NmPuamShAr6KMms;4VIvfOurcf0vuLRxLkGnIG",0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,"1HY2Jd0NmPuamShAr6KMms"
"712","ca","Happier","Marshmello",21171236,12,"2dpaYNEQHiRxtZbfNsse99","Marshmello;Bastille","64KEffDW9EtZ1y2vBYgq8T;7EQ0qTo7fWT7DPxmxtSYEc",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"64KEffDW9EtZ1y2vBYgq8T"
"713","ca","I Don't Care (with Justin Bieber)","Ed Sheeran",21074514,13,"0hVXuCcriWRGvwMV1r5Yn9","Ed Sheeran;Justin Bieber","6eUKZXaKkcviH0Ku9w2n3V;1uNFoZAHBGtllmzznpCI3s",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,4,"6eUKZXaKkcviH0Ku9w2n3V"
"714","ca","MIDDLE CHILD","J. Cole",20697590,14,"2JvzF1RMd7lE3KmFlsyZD8","J. Cole","6l3HvQ5sa6mXTsMTB19rO5",0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4,"6l3HvQ5sa6mXTsMTB19rO5"
"715","ca","Eastside (with Halsey & Khalid)","benny blanco",19280533,15,"0d2iYfpKoM0QCKvcLCkBao","benny blanco;Halsey;Khalid","5CiGnKThu5ctn9pBxv7DGa;26VFTg2z8YR0cCuwLzESi2;6LuN9FCkKOj5PcnpouEgny",0.56,0.68,6,-7.648,0,0.321,0.555,0,0.116,0.319,89.391,173800,4,"5CiGnKThu5ctn9pBxv7DGa"
"716","ca","Money In The Grave (Drake ft. Rick Ross)","Drake",19214400,16,"5ry2OE6R2zPQFDO85XkgRb","Drake;Rick Ross","3TVXtAsR1Inumwj472S9r4;1sBkRIssrMs1AbVkOJbc7a",0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,205427,4,"3TVXtAsR1Inumwj472S9r4"
"717","ca","Drip Too Hard (Lil Baby & Gunna)","Lil Baby",19128843,17,"78QR3Wp35dqAhFEc2qAGjE","Lil Baby;Gunna","5f7VJjfbwm532GiveGC0ZK;2hlmm7s2ICUX0LVIhVFlZQ",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,145543,4,"5f7VJjfbwm532GiveGC0ZK"
"718","ca","Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",18707772,18,"1wJRveJZLSb1rjhnUHQiv6","A Boogie Wit da Hoodie;6ix9ine","31W5EY0aAly4Qieq6OFu6I;7gZfnEnfiaHzxARJ2LeXrf",0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4,"31W5EY0aAly4Qieq6OFu6I"
"719","ca","Ransom","Lil Tecca",18472526,19,"1kBbgxAUc4HQv7cgIayIDH","Lil Tecca","4Ga1P7PMIsmqEZqhYZQgDo",0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131280,4,"4Ga1P7PMIsmqEZqhYZQgDo"
"720","ca","Old Town Road","Lil Nas X",18048002,20,"0F7FA14euOIX8KcbEturGH","Lil Nas X","7jVv8c5Fj3E9VhNjxT4snq",0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4,"7jVv8c5Fj3E9VhNjxT4snq"
"721","ca","Someone You Loved","Lewis Capaldi",17977862,21,"2TIlqbIneP0ZY1O0EzYLlc","Lewis Capaldi","4GNC7GD6oZMSxPGyXy4MNB",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,4,"4GNC7GD6oZMSxPGyXy4MNB"
"722","ca","Better","Khalid",17745937,22,"6zeeWid2sgw4lap2jV61PZ","Khalid","6LuN9FCkKOj5PcnpouEgny",0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,"6LuN9FCkKOj5PcnpouEgny"
"723","ca","Truth Hurts","Lizzo",17616091,23,"4HFpIAtiojlAuYNmITpYGn","Lizzo","56oDRnqbIiwx4mymNEv7dS",0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,173325,4,"56oDRnqbIiwx4mymNEv7dS"
"724","ca","Sucker","Jonas Brothers",17579641,24,"22vgEDb5hykfaTwLuskFGD","Jonas Brothers","7gOdHgIoIKoe4i9Tta6qdD",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181027,4,"7gOdHgIoIKoe4i9Tta6qdD"
"725","ca","Mo Bamba","Sheck Wes",16906205,25,"1xzBco0xcoJEDXktl7Jxrr","Sheck Wes","2RDOrhPqAM4jzTRCEb19qX",0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,"2RDOrhPqAM4jzTRCEb19qX"
"726","ca","when the party's over","Billie Eilish",16673235,26,"14JzyD6FlBD5z0wV5P07YI","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,"6qqNVTkY8uBg9cP3Jd7DAH"
"727","ca","Look Back at It","A Boogie Wit da Hoodie",16426292,27,"3J5YrOvX2A0EA0j4BARQ9o","A Boogie Wit da Hoodie","31W5EY0aAly4Qieq6OFu6I",0.791,0.587,3,-5.075,0,0.0413,0.407,0,0.148,0.536,96.057,179449,4,"31W5EY0aAly4Qieq6OFu6I"
"728","ca","Better Now","Post Malone",16195671,28,"7dt6x5M1jzdTEt8oCbisTK","Post Malone","246dkjvS1zLTtiykXe5h60",0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4,"246dkjvS1zLTtiykXe5h60"
"729","ca","Lucid Dreams","Juice WRLD",16008380,29,"0s3nnoMeVWz3989MkNQiRf","Juice WRLD","4MCBfE4596Uoi2O4DtmEMz",0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,239836,4,"4MCBfE4596Uoi2O4DtmEMz"
"730","ca","Dancing With A Stranger (with Normani)","Sam Smith",15890155,30,"6Qs4SXO9dwPj5GKvVOv8Ki","Sam Smith;Normani","2wY79sveU1sp5g7SokKOiI;2cWZOOzeOm4WmBJRnD5R7I",0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4,"2wY79sveU1sp5g7SokKOiI"
"731","ca","Pure Water (with Migos)","Mustard",15626058,31,"3j84U36KvLeXNDPv4t5pI8","Mustard;Migos","0YinUQ50QDB7ZxSCLyQ40k;6oMuImdp5ZcFhWP0ESe6mG",0.682,0.559,0,-5.545,1,0.127,0.174,0,0.344,0.137,202.015,192471,4,"0YinUQ50QDB7ZxSCLyQ40k"
"732","ca","High Hopes","Panic! At The Disco",15244650,32,"1rqqCSm0Qe4I9rUvWncaom","Panic! At The Disco","20JZFwl6HVl6yg8a4H3ZqK",0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4,"20JZFwl6HVl6yg8a4H3ZqK"
"733","ca","Goodbyes (Feat. Young Thug)","Post Malone",15120812,33,"6vBdBCoOhKHiYDDOcorfNo","Post Malone;Young Thug","246dkjvS1zLTtiykXe5h60;50co4Is1HCEo8bhOyUWKpn",0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,4,"246dkjvS1zLTtiykXe5h60"
"734","ca","Youngblood","5 Seconds of Summer",14635285,34,"2iUXsYOEPhVqEBwsqP70rE","5 Seconds of Summer","5Rl15oVamLq7FbSb0NNBNy",0.596,0.854,7,-5.114,0,0.463,0.0169,0,0.124,0.152,120.274,203418,4,"5Rl15oVamLq7FbSb0NNBNy"
"735","ca","bury a friend","Billie Eilish",14557838,35,"4NzMOnvSJVNKF7nw5NkXIP","Billie Eilish","6qqNVTkY8uBg9cP3Jd7DAH",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,"6qqNVTkY8uBg9cP3Jd7DAH"
"736","ca","Saturday Nights","Khalid",14538782,36,"5kfNriitmkNE8mUbZ7gbq8","Khalid","6LuN9FCkKOj5PcnpouEgny",0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4,"6LuN9FCkKOj5PcnpouEgny"
"737","ca","Beautiful People (feat. Khalid)","Ed Sheeran",14399841,37,"4evmHXcjt3bTUHD1cvny97","Ed Sheeran;Khalid","6eUKZXaKkcviH0Ku9w2n3V;6LuN9FCkKOj5PcnpouEgny",0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,"6eUKZXaKkcviH0Ku9w2n3V"
"738","ca","ZEZE","Kodak Black",14393246,38,"0FZ4Dmg8jJJAPJnvBIzD9z","Kodak Black;Offset;Travis Scott","46SHBwWsqBkxI7EeeBEQG7;4DdkRBBYG6Yk9Ka8tdJ9BW;0Y5tJX1MQlPlqiwlOH1tJY",0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4,"46SHBwWsqBkxI7EeeBEQG7"
"739","ca","Pop Out (feat. Lil Tjay)","Polo G",14361971,39,"5AjINjwKyRvQJhSe2zpPHi","Polo G;Lil Tjay","6AgTAQt8XS6jRWi4sX7w49;6jGMq4yGs7aQzuGsMgVgZR",0.861,0.621,1,-7.106,1,0.362,0.121,0,0.0689,0.254,83.976,166640,4,"6AgTAQt8XS6jRWi4sX7w49"
"740","ca","If I Can't Have You","Shawn Mendes",14051516,40,"2bT1PH7Cw3J9p3t7nlXCdh","Shawn Mendes","7n2wHs1TKAczGzO7Dd2rGr",0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,191467,4,"7n2wHs1TKAczGzO7Dd2rGr"
"741","ca","Taste (feat. Offset)","Tyga",13866425,41,"2toVe5hfuIi97ytDPDbQFt","Tyga;Offset","5LHRHt1k9lMyONurDHEdrp;4DdkRBBYG6Yk9Ka8tdJ9BW",0.866,0.613,0,-6.385,1,0.151,0.0293,0,0.104,0.359,98.001,229210,4,"5LHRHt1k9lMyONurDHEdrp"
"742","ca","Murder On My Mind","YNW Melly",13841813,42,"7eBqSVxrzQZtK2mmgRG6lC","YNW Melly","1cNDP5yjU5vjeR8qMf4grg",0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4,"1cNDP5yjU5vjeR8qMf4grg"
"743","ca","Nonstop","Drake",13819706,43,"0TlLq3lA83rQOYtrqBqSct","Drake","3TVXtAsR1Inumwj472S9r4",0.912,0.412,7,-8.074,1,0.124,0.0164,0.013,0.104,0.422,154.983,238614,4,"3TVXtAsR1Inumwj472S9r4"
"744","ca","Sweet but Psycho","Ava Max",13714365,44,"25sgk305KZfyuqVBQIahim","Ava Max","4npEfmQ6YuiwW1GpUmaq3F",0.719,0.704,1,-4.724,1,0.0476,0.0691,0,0.166,0.628,133.002,187436,4,"4npEfmQ6YuiwW1GpUmaq3F"
